model                                                  ,price   ,depreciation ,milleage ,registration_date ,coe_left ,no_of_owner ,omv    ,arf     ,power ,capacity ,accessories
MERCEDES BENZ G63 AMG 4MATIC AUTO                      , 688888 ,       87628 ,   12000 ,10-Sep-2020       ,     6.5 ,          1 ,150918 , 243653 , 4300 ,    3982 ,"Brabus body kit, 23"" ADV1 ADV08 wheels, Brabus PowerXtra B40-700, Brabus exhaust, Burmester sound system, 360 camera, multibeam LED headlight."
NISSAN SYLPHY 1.6 CVT                                  , 105988 ,       13125 ,   31500 ,26-Aug-2021       ,     7.4 ,          1 , 17007 ,  17007 ,  850 ,    1598 ,"Factory Fitted Audio System With Bluetooth, Reverse Camera And Sensors, Auto-folding Side Mirrors, Original 16"" Sports Rims."
TOYOTA SIENTA HYBRID 1.5G CVT                          , 112988 ,       15684 ,   38000 ,30-Oct-2020       ,     6.6 ,          1 , 26267 ,  18774 ,  730 ,    1496 ,Dual Powered Sliding Door. Leather Seats. Retractable Side Mirrors. Factory Fitted Audio System. Touch Screen Unit Head. Cruise Control.
VOLKSWAGEN JETTA GP 1.4 TSI 90 A/T CL 1633G5           ,  33988 ,       13927 ,  123800 ,21-Dec-2015       ,     1.7 ,          3 , 19366 ,  19366 ,  900 ,    1390 ,"Leather Seats. Factory Audio System. Knockdown Rear Seats, Rear Passenger Aircon, Cruise Control"
AUDI A5 SB 2.0 TFSI S TRONIC (DESIGN)                  , 107800 ,       26101 ,   77500 ,19-Jul-2017       ,     3.3 ,          3 , 39470 ,  42258 , 1400 ,    1984 ,"Stage 1 (250bhp,400Nm),Brembo CTS 6 Pot BBK,19"" Advan Rims,Audi RS Alcantara Steering and Alcantara Gearknob, Reverse Camera."
MASERATI GHIBLI                                        , 199000 ,       19900 ,   95000 ,21-Mar-2014       ,    10.0 ,          1 , 74714 , 106486 , 2430 ,    2979 ,"18"" rims, electric leather seats, steering wheel control, Maserati touch screen infotainment with navigation, all round sensors with reverse camera."
KIA CERATO 1.6(A) EX                                   ,  67800 ,       13555 ,  116141 ,19-Sep-2018       ,     4.5 ,          1 , 13790 ,  13790 ,  938 ,    1591 ,"sport rims, leather seats, factory fitted audio system, steering wheel control, retractable side mirrors, reverse camera & sensors."
"AUDI A8L 3.0 TFSI QU TIP (SR, 19'')"                  , 286999 ,       34312 ,   31000 ,20-Nov-2020       ,     6.7 ,          1 , 80421 , 116758 , 2500 ,    2995 ,"360 cam, Audi pre-sense, navi, distance warning, 19"" sports rims, B&O premium sound system, adaptive cruise assist, lane departure assist"
TOYOTA SIENTA 1.5G CVT                                 , 124800 ,       14705 ,   27842 ,29-Apr-2022       ,     8.1 ,          1 , 24471 ,  11260 ,  800 ,    1496 ,"sport rims, leather seats, android audio system, dual auto sliding doors, electrical retractable side mirrors, reverse camera and sensors."
BMW 216I ACTIVE TOURER                                 , 136800 ,       16456 ,   32291 ,15-Jun-2021       ,     7.2 ,          1 , 31169 ,  35637 ,  800 ,    1499 ,"Sport Rims, Multi function steering, connected drive, Bluetooth, driving assistance, PDC with reverse camera, dual electric seats with driver's memory"
AUDI A1 SB S LINE 1.0 TFSI S TRONIC                    , 131999 ,       15488 ,   63000 ,30-Nov-2021       ,     7.7 ,          1 , 24123 ,  25773 ,  850 ,     999 ,Touchscreen Audi MMI. Cruise Control. 2 child anchors. Ambient lighting. Apple CarPlay/Android Auto. 1 USB-A. 1 USB-C. KeylessGo.
AUDI A1 SB ADVANCED 1.0 TFSI S TRONIC                  ,  99999 ,       15007 ,   62000 ,20-Jan-2020       ,     5.8 ,          1 , 23583 ,  25017 ,  850 ,     999 ,"Multicolor ambient lighting. Cruise Control. Apple CarPlay/Android Auto. 1 USB-A. 1 USB-C. Audi MMI. 17"" rims, and many more Audi tech."
MERCEDES BENZ C180 AVANTGARDE (R17 LED)                ,  95999 ,       25163 ,   89000 ,07-Apr-2017       ,     3.0 ,          3 , 37206 ,  39089 , 1150 ,    1595 ,"18 sports rims, Bluetooth/AUX/USB/audio sound system with telephony, 2 x electric leather memory seats, f/r park assist, reverse camera, rain sensor."
PORSCHE MACAN S 3.0 A/T ABS D/AIRBAG 4WD               , 169888 ,       45468 ,   98000 ,09-Nov-2016       ,     2.6 ,          2 , 71445 , 100601 , 2500 ,    2997 ,"Multi steering function. Keyless entry/start, electric memory seats/tailgate, Bluetooth, navigation, reverse camera, touch screen infotainment."
MAZDA BIANTE 5-DOOR WAGON 2.0L SP.6EAT                 ,  60800 ,       19164 ,   80599 ,18-Oct-2016       ,     2.6 ,          1 , 22139 ,  22995 , 1110 ,    1998 ,"Sports rim, premium leather seats, touchscreen DVD audio systems with BT, reverse cam sensor, full rear aircon, auto retractable side mirrors, UV film"
TOYOTA WISH 1.8 CVT                                    ,  84800 ,       18913 ,   69499 ,06-Mar-2018       ,     4.0 ,          2 , 19955 ,  19955 , 1050 ,    1798 ,"7 seaters MPV. Keyless entry/start/stop. Front, back and reverse camera. Reverse sensors."
TOYOTA ESTIMA AERAS PREMIUM 2.4 CVT                    , 121800 ,       27656 ,   63000 ,03-Nov-2017       ,     3.6 ,          1 , 36940 ,  43716 , 1250 ,    2362 ,"18"" sport rim, premium leather seats, dual power sliding doors, premium sound system, Alpine head unit & roof monitor, all round assist driving sensor. Most popular Toyota MPV on the market, only one owner! 2017 model with facelift, 7-seat captain seats, and twin moonroofs! No repairs are necessary! Interior and exterior in excellent condition; no repairs required! There are flexible lending options with enticing interest rates available! Trades are accepted! Deals that are reputable and supported by favorable evaluations. Call us to schedule."
SUZUKI SWIFT GLX 1.4 AT                                ,  37800 ,       16744 ,   56330 ,23-Feb-2016       ,     1.9 ,          3 , 11283 ,  11283 ,  700 ,    1372 ,"Keyless entry. Start/stop. Multi function steering wheel, reverse sensor. Factory fitted audio system. Previous owner is a neat and meticulous lady. Taking extreme good care of car. Extremely low mileage, accident free. Super low fuel consumption and very easy to park. Suitable for daily commute to and fro workplaces. Contact us and come view this car now before it is gone!"
RENAULT GRAND SCENIC III 1.5 DCI A/T 2WD 5DR S/R       ,  55800 ,       21903 ,   76000 ,18-May-2016       ,     2.1 ,          1 , 25276 ,  17387 ,  810 ,    1461 ,"Leather seats, touch screen with Bluetooth/navigation, multi sensor drive mode, reverse camera, all round sensor, electric handbrakes, twin Moonroof."
HONDA VEZEL 1.5X CVT ABS D/AIRBAG 2WD 5DR              ,  91688 ,       16170 ,   50800 ,27-Jun-2019       ,     5.3 ,          2 , 22204 ,  13086 ,  960 ,    1496 ,"Leather seats, sports rims, reverse camera and sensors, auto headlights, retractable side mirrors, keyless entry/start/stop, ABS. Non-PHV unit!"
HONDA CIVIC 1.6 VTI CVT                                ,  88800 ,       17217 ,   60000 ,10-Oct-2018       ,     4.5 ,          1 , 20645 ,  20903 ,  920 ,    1597 ,"Leather seats, factory fitted touchscreen audio with applecarplay, reverse sensors, reverse camera, retractable side mirrors, multi function steering."
BMW X3 M40I LED NAV HUD                                , 213800 ,       35303 ,   79500 ,04-Dec-2018       ,     4.7 ,          2 , 68698 ,  95657 , 2650 ,    2998 ,"21"" M-Sport Wheels & Brakes, BMW DVR, Contactless Charging, Heads Up Display, Adaptive Suspension, Harman Kardon Surround Sound System. Performance Munich Auto Unit Maintained with Full Service History. Superb Condition. Perfect Colour Combination of Blue with a Dark Brown Leather Interior. Powerful and Modern SUV For your Daily Adventures. Call Us today for a Viewing and Test Drive. Trade In and Financing Options available."
BMW 640I XDRIVE LED NAV HUD SR MSPT RCP                , 226800 ,       31560 ,   38000 ,29-Jul-2019       ,     5.3 ,          3 , 79922 , 115860 , 2500 ,    2998 ,"HUD, auto tailgate, electronic memory seats, iDrive, GPS, drive mode control, adaptive led headlights, parking assistant plus, suction doors. Be unique and special only 640i GT in the market, 5 years agent warranty till July 2024, fully services by PML, come with BMW 360 degree technical and optical checks, this beast is equipped with advance technology and clad in mineral white, definite eye turner on the road. The exterior design of the BMW 640 GT impresses with its dynamic look and an exceptional character! 100%"
MERCEDES BENZ GLB200 PREMIUM AMG LINE 7-SEATER         , 185800 ,       25296 ,   55500 ,07-Sep-2020       ,     6.5 ,          1 , 37683 ,  44757 , 1200 ,    1332 ,Digital instrument cluster. Apple Carplay/Android Auto.Active brake and lane keep assist. Traction and cruise control. Auto tailgate. Reverse camera.
VOLKSWAGEN POLO GP 1.2 TSI A/T 6C13EZ SR LED           ,  50800 ,       13580 ,   88366 ,25-Sep-2017       ,     3.5 ,          3 , 16282 ,   6282 ,  660 ,    1197 ,"Sunroof, original factory fitted touch screen audio system, reverse sensor, knockdown rear seats. LED headlights."
BMW 216D GRAN TOURER LED NAV 7 SEATER                  ,  53777 ,       23528 ,   86000 ,18-Dec-2015       ,     1.7 ,          2 , 31300 ,  25820 ,  850 ,    1496 ,"Factory fitted audio system with Bluetooth/navi, BMW in-car camera, reverse camera, sports rims, contactless boot release tailgate, memory seats."
CITROEN DS5 HYBRID4 2.0 A/T S/R                        ,  39800 ,       21026 ,  106000 ,02-Jul-2015       ,     1.3 ,          5 , 45734 ,  26028 , 1470 ,    1997 ,Full factory specification. Navigation. Reverse Camera. DRL. HID Headlights. All Round Sensors. Sunroof.
BMW 216I GT LED                                        ,  85800 ,       18578 ,   87659 ,22-Dec-2017       ,     3.7 ,          1 , 28741 ,  32238 ,  750 ,    1499 ,"BMW iDrive, Bluetooth media system, reverse camera and sensors, electrical memory seats, auto tailgate, cruise control, collision braking."
MERCEDES BENZ GLE400 COUPE AUTO                        , 196800 ,       39052 ,   63888 ,10-Nov-2017       ,     3.6 ,          2 , 76588 , 109859 , 2450 ,    2996 ,"Bluetooth interface, factory fitted audio system, paddle shifter, auto headlights, smart key, keyless engine start, reverse camera, navigation system,"
HONDA VEZEL 1.5X CVT                                   ,  96800 ,       16558 ,   30000 ,16-Aug-2019       ,     5.4 ,          2 , 23407 ,  14770 ,  960 ,    1496 ,"Leather seats, sports rims, reverse camera and sensors, auto headlights, retractable side mirrors, keyless entry/start/stop, ABS."
SKODA KODIAQ 1.4 TSI AMB PLUS STD ROOF                 , 181988 ,       20696 ,   17500 ,11-Apr-2022       ,     8.1 ,          1 , 27547 ,  30566 , 1100 ,    1395 ,"LED headlight and DRL, 18"" rims, Panoramic roof, multi zone aircon, Bluetooth interface, silver roof rails, knockdown rear seats."
SKODA KODIAQ AMBITION 1.5 TSI (A) FL                   , 208988 ,       21659 ,    2000 ,13-Feb-2023       ,     8.9 ,          1 , 28932 ,  32505 , 1100 ,    1498 ,"18""wheels,full LED headlight,electric boot,drive mode selection,side assist,driver alert,virtual cockpit,TPMS,7 airbags,wireless charging,front assist"
MERCEDES BENZ CLA180 AMG LINE COUPE AUTO               , 216800 ,       21334 ,     130 ,16-May-2023       ,     9.1 ,          2 , 36461 ,  43046 , 1000 ,    1332 ,"18"" AMG Rims, AMG Styling, Keyless Start/Stop, Auto LED Headlights, LED DRL, LED Tail Lamps, 180 Degrees Wide View Reverse Camera, Front And Rear Sensors, 7"" Instrument Cluster, 10.25"" Touchscreen Media Display, Wireless Charging, Apple CarPlay, Android Auto, Hill Start Assist, Tyre Pressure Monitor, Dynamic Select, Dual Climatic Aircon With Rear Aircon, Auto Retractable Side Mirrors, Knockdown Rear Seats."
SKODA OCTAVIA STYLE 1.0 TSI MHEV                       , 156988 ,       17092 ,   14500 ,30-Jan-2023       ,     8.9 ,          1 , 24348 ,  11088 ,  810 ,     999 ,"18'' rims, full front LED matrix headlkight & LED daytime with rear LED,virtual cockpit,lane assist,exit warning,wireless smart link & charging."
SKODA SUPERB 2.0 AMBITION ACC                          , 157988 ,       19812 ,   24800 ,27-May-2021       ,     7.2 ,          2 , 28253 ,  31555 , 1400 ,    1984 ,"Bi-Xenon Headlights With LED Daytime Running Lights, LED Rear Lights, KESSY, Driver Profile Selection, 8"" ""Bolero"" Infotainment System, 8 Airbags."
VOLKSWAGEN POLO 1.0 TSI CL                             , 122988 ,       14161 ,   20800 ,11-Apr-2022       ,     8.1 ,          1 , 17852 ,  17852 ,  850 ,     999 ,"16"" alloy rims, roof spoiler, reverse parking sensors, sporty 3 spoke steering wheel, electrical retractable side mirrors. Knockdown rear seats."
VOLKSWAGEN POLO 1.0 TSI CL BEATS                       , 127988 ,       14777 ,   32000 ,25-Feb-2022       ,     7.9 ,          1 , 21180 ,  21652 ,  850 ,     999 ,"16"" alloy rims, roof spoiler, reverse parking sensors, sporty 3 spoke steering wheel, electrical retractable side mirrors. Knockdown rear seats."
VOLKSWAGEN TIGUAN 2.0 ELEGANCE SR                      , 212988 ,       22236 ,   10000 ,09-Jan-2023       ,     8.8 ,          1 , 30359 ,  34503 , 1400 ,    1984 ,"LED 'plus' headlights, ambient lighting, app-connect smartphone, driver alert system, driver profile selection, keyless entry including start/stop."
TOYOTA PREVIA 7 SEATER                                 ,  65886 ,       14281 ,       1 ,16-Dec-2008       ,     4.6 ,          7 , 34440 ,  34440 , 1250 ,    2362 ,-
TOYOTA PRIUS PLUS (AUTO)                               ,  93800 ,       18105 ,   85188 ,28-Sep-2018       ,     4.5 ,          1 , 30006 ,  24009 , 1000 ,    1798 ,Factory Leather Seat. Upgraded Sport Rim. Steering Control. LED Headlight And Fog Light. Multi Function Steering Control. Auto Dimmer Rear View Mirror.
VOLKSWAGEN JETTA GP 1.4 TSI 90 A/T HL HID 1634G5       ,  59800 ,       14445 ,   97596 ,18-Aug-2017       ,     3.4 ,          1 , 20867 ,  21214 ,  900 ,    1390 ,"Factory fitted audio system, original sports rims, factory fitted premium leather seats, reverse sensors, rear dual zone aircon & knockdown rear seats"
VOLKSWAGEN POLO 1.0 TSI CL                             , 122988 ,       14161 ,   21800 ,11-Apr-2022       ,     8.1 ,          1 , 17852 ,  17852 ,  850 ,     999 ,"16"" alloy rims, roof spoiler, reverse parking sensors, sporty 3 spoke steering wheel, electrical retractable side mirrors. Knockdown rear seats."
VOLKSWAGEN POLO 1.0 TSI CL BEATS                       , 122988 ,       14367 ,   27000 ,12-Jan-2022       ,     7.8 ,          1 , 21151 ,  21612 ,  850 ,     999 ,"16"" alloy rims, roof spoiler, reverse parking sensors, sporty 3 spoke steering wheel, electrical retractable side mirrors. Knockdown rear seats."
SKODA KAMIQ AMBITION 1.5 TSI                           , 139988 ,       17393 ,   26500 ,11-Aug-2021       ,     7.4 ,          1 , 22103 ,  22945 , 1100 ,    1498 ,"17 inch alloy rims, front and rear LED lights, 2 zone air conditioning, rear view camera, cruise control, drive mode select, variable boot floor."
VOLKSWAGEN POLO 1.0 TSI CL                             , 120988 ,       14357 ,   23500 ,12-Jan-2022       ,     7.8 ,          1 , 17777 ,  17777 ,  850 ,     999 ,"16"" alloy rims, roof spoiler, reverse parking sensors, sporty 3 spoke steering wheel, electrical retractable side mirrors. Knockdown rear seats."
VOLKSWAGEN POLO 1.0 TSI CL                             , 120988 ,       14352 ,   22500 ,12-Jan-2022       ,     7.8 ,          1 , 17845 ,  17845 ,  850 ,     999 ,"16"" alloy rims, roof spoiler, reverse parking sensors, sporty 3 spoke steering wheel, electrical retractable side mirrors. Knockdown rear seats."
SKODA KODIAQ STYLE 2.0                                 , 229988 ,       23026 ,   13500 ,12-Apr-2023       ,     9.1 ,          1 , 36331 ,  42864 , 1400 ,    1984 ,"Panaromic Roof,Virtual pedal,Electric seat for driver,Driver mode,Wireless smartlink & charger,front city assist,Area-View,Adative Cruise control,TPMS"
SKODA OCTAVIA RS 2.0 TSI                               , 224988 ,       22935 ,    5000 ,03-Apr-2023       ,     9.0 ,          1 , 31171 ,  35640 , 1800 ,    1984 ,"RS design Package,Full Led Front & rear light,drive mode selection,wireless charger & Smartlink,City Emergenc brake,Lane assist,adative cruise control"
VOLKSWAGEN GOLF 1.5 LIFE PLUS ETSI                     , 176988 ,       18985 ,   12000 ,03-Apr-2023       ,     9.0 ,          1 , 24207 ,  10890 , 1100 ,    1498 ,"LED front and rear lights,10 colours ambient light,multi-function steering wheel with pedal shift,cruise control, park sensor,side assist, keyless etc"
